Strain	Lineage	BdDV1	scaffold_10	start	end	Coverage	Average_NCL	Coverage/Average_NCL
MAD_FR	GPL	Infected	scaffold_10	1686	1786	5.38	104.75	0.051360382
MAD_FR	GPL	Infected	scaffold_10	1786	1886	34.26	104.75	0.327064439
MAD_FR	GPL	Infected	scaffold_10	1886	1986	25.47	104.75	0.243150358
MAD_FR	GPL	Infected	scaffold_10	1986	1987	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	1992	2092	5.21	104.75	0.04973747
MAD_FR	GPL	Infected	scaffold_10	2092	2192	13.35	104.75	0.127446301
MAD_FR	GPL	Infected	scaffold_10	2192	2292	11.34	104.75	0.108257757
MAD_FR	GPL	Infected	scaffold_10	2292	2392	9.68	104.75	0.092410501
MAD_FR	GPL	Infected	scaffold_10	2392	2492	21.93	104.75	0.209355609
MAD_FR	GPL	Infected	scaffold_10	2492	2592	34	104.75	0.324582339
MAD_FR	GPL	Infected	scaffold_10	2592	2692	19.43	104.75	0.18548926
MAD_FR	GPL	Infected	scaffold_10	2692	2792	26.24	104.75	0.250501193
MAD_FR	GPL	Infected	scaffold_10	2792	2892	32.52	104.75	0.310453461
MAD_FR	GPL	Infected	scaffold_10	2892	2992	36.06	104.75	0.34424821
MAD_FR	GPL	Infected	scaffold_10	2992	3092	99.27	104.75	0.947684964
MAD_FR	GPL	Infected	scaffold_10	3092	3192	107.41	104.75	1.025393795
MAD_FR	GPL	Infected	scaffold_10	3192	3241	47.734694	104.75	0.455701136
MAD_FR	GPL	Infected	scaffold_10	3265	3365	30.49	104.75	0.291073986
MAD_FR	GPL	Infected	scaffold_10	3365	3465	69.92	104.75	0.667494033
MAD_FR	GPL	Infected	scaffold_10	3465	3565	81.5	104.75	0.778042959
MAD_FR	GPL	Infected	scaffold_10	3565	3665	78.17	104.75	0.746252983
MAD_FR	GPL	Infected	scaffold_10	3665	3765	59.76	104.75	0.570501193
MAD_FR	GPL	Infected	scaffold_10	3765	3865	39.91	104.75	0.381002387
MAD_FR	GPL	Infected	scaffold_10	3865	3965	56.89	104.75	0.543102625
MAD_FR	GPL	Infected	scaffold_10	3965	4065	58.92	104.75	0.5624821
MAD_FR	GPL	Infected	scaffold_10	4065	4165	1.95	104.75	0.018615752
MAD_FR	GPL	Infected	scaffold_10	4165	4265	9.91	104.75	0.094606205
MAD_FR	GPL	Infected	scaffold_10	4265	4365	59.04	104.75	0.563627685
MAD_FR	GPL	Infected	scaffold_10	4365	4465	164.73	104.75	1.572601432
MAD_FR	GPL	Infected	scaffold_10	4465	4565	142.28	104.75	1.358281623
MAD_FR	GPL	Infected	scaffold_10	4565	4665	52.07	104.75	0.497088305
MAD_FR	GPL	Infected	scaffold_10	4665	4764	19.313131	104.75	0.184373566
MAD_FR	GPL	Infected	scaffold_10	4799	4830	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	5020	5120	2.18	104.75	0.020811456
MAD_FR	GPL	Infected	scaffold_10	5120	5164	6.590909	104.75	0.062920372
MAD_FR	GPL	Infected	scaffold_10	5165	5265	25.32	104.75	0.241718377
MAD_FR	GPL	Infected	scaffold_10	5265	5365	30.83	104.75	0.294319809
MAD_FR	GPL	Infected	scaffold_10	5365	5465	11.9	104.75	0.113603819
MAD_FR	GPL	Infected	scaffold_10	5465	5565	17.03	104.75	0.162577566
MAD_FR	GPL	Infected	scaffold_10	5565	5665	38.3	104.75	0.365632458
MAD_FR	GPL	Infected	scaffold_10	5665	5765	38.82	104.75	0.370596659
MAD_FR	GPL	Infected	scaffold_10	5765	5865	29.04	104.75	0.277231504
MAD_FR	GPL	Infected	scaffold_10	5865	5965	26.89	104.75	0.256706444
MAD_FR	GPL	Infected	scaffold_10	5965	6065	20.96	104.75	0.200095465
MAD_FR	GPL	Infected	scaffold_10	6065	6165	9.66	104.75	0.09221957
MAD_FR	GPL	Infected	scaffold_10	6165	6265	8.02	104.75	0.076563246
MAD_FR	GPL	Infected	scaffold_10	6265	6365	12.01	104.75	0.114653938
MAD_FR	GPL	Infected	scaffold_10	6365	6465	23.84	104.75	0.227589499
MAD_FR	GPL	Infected	scaffold_10	6465	6565	30.33	104.75	0.289546539
MAD_FR	GPL	Infected	scaffold_10	6565	6665	9.36	104.75	0.089355609
MAD_FR	GPL	Infected	scaffold_10	6665	6765	31.24	104.75	0.29823389
MAD_FR	GPL	Infected	scaffold_10	6765	6865	26.46	104.75	0.252601432
MAD_FR	GPL	Infected	scaffold_10	6865	6965	9.79	104.75	0.093460621
MAD_FR	GPL	Infected	scaffold_10	6965	7065	9.77	104.75	0.09326969
MAD_FR	GPL	Infected	scaffold_10	7065	7165	7.64	104.75	0.072935561
MAD_FR	GPL	Infected	scaffold_10	7165	7265	9.3	104.75	0.088782816
MAD_FR	GPL	Infected	scaffold_10	7265	7365	18.41	104.75	0.17575179
MAD_FR	GPL	Infected	scaffold_10	7365	7465	30.8	104.75	0.294033413
MAD_FR	GPL	Infected	scaffold_10	7465	7565	7.37	104.75	0.070357995
MAD_FR	GPL	Infected	scaffold_10	7565	7665	3.49	104.75	0.033317422
MAD_FR	GPL	Infected	scaffold_10	7665	7765	2.41	104.75	0.02300716
MAD_FR	GPL	Infected	scaffold_10	7765	7865	1.83	104.75	0.017470167
MAD_FR	GPL	Infected	scaffold_10	7865	7883	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	7926	8026	6	104.75	0.057279236
MAD_FR	GPL	Infected	scaffold_10	8026	8126	7.42	104.75	0.070835322
MAD_FR	GPL	Infected	scaffold_10	8126	8226	7.25	104.75	0.069212411
MAD_FR	GPL	Infected	scaffold_10	8226	8326	19.52	104.75	0.186348449
MAD_FR	GPL	Infected	scaffold_10	8326	8426	44.55	104.75	0.425298329
MAD_FR	GPL	Infected	scaffold_10	8426	8526	49.13	104.75	0.46902148
MAD_FR	GPL	Infected	scaffold_10	8526	8626	28.76	104.75	0.274558473
MAD_FR	GPL	Infected	scaffold_10	8626	8726	26.35	104.75	0.251551313
MAD_FR	GPL	Infected	scaffold_10	8726	8826	27.26	104.75	0.260238663
MAD_FR	GPL	Infected	scaffold_10	8826	8926	28.32	104.75	0.270357995
MAD_FR	GPL	Infected	scaffold_10	8926	9026	32.81	104.75	0.313221957
MAD_FR	GPL	Infected	scaffold_10	9026	9126	31.29	104.75	0.298711217
MAD_FR	GPL	Infected	scaffold_10	9126	9226	43.38	104.75	0.414128878
MAD_FR	GPL	Infected	scaffold_10	9226	9326	56.92	104.75	0.543389021
MAD_FR	GPL	Infected	scaffold_10	9326	9426	37.48	104.75	0.357804296
MAD_FR	GPL	Infected	scaffold_10	9426	9526	43.17	104.75	0.412124105
MAD_FR	GPL	Infected	scaffold_10	9526	9626	33.51	104.75	0.319904535
MAD_FR	GPL	Infected	scaffold_10	9626	9726	36.26	104.75	0.346157518
MAD_FR	GPL	Infected	scaffold_10	9726	9826	27.96	104.75	0.266921241
MAD_FR	GPL	Infected	scaffold_10	9826	9926	11.02	104.75	0.105202864
MAD_FR	GPL	Infected	scaffold_10	9926	9933	2.142857	104.75	0.020456869
MAD_FR	GPL	Infected	scaffold_10	9934	9969	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	10024	10063	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	10098	10198	3.84	104.75	0.036658711
MAD_FR	GPL	Infected	scaffold_10	10198	10298	19.17	104.75	0.18300716
MAD_FR	GPL	Infected	scaffold_10	10298	10398	17.24	104.75	0.164582339
MAD_FR	GPL	Infected	scaffold_10	10398	10498	18.7	104.75	0.178520286
MAD_FR	GPL	Infected	scaffold_10	10498	10598	31.85	104.75	0.304057279
MAD_FR	GPL	Infected	scaffold_10	10598	10698	29.83	104.75	0.28477327
MAD_FR	GPL	Infected	scaffold_10	10698	10798	25.52	104.75	0.243627685
MAD_FR	GPL	Infected	scaffold_10	10798	10898	36.67	104.75	0.350071599
MAD_FR	GPL	Infected	scaffold_10	10898	10998	43.37	104.75	0.414033413
MAD_FR	GPL	Infected	scaffold_10	10998	11098	25.9	104.75	0.24725537
MAD_FR	GPL	Infected	scaffold_10	11098	11198	37.64	104.75	0.359331742
MAD_FR	GPL	Infected	scaffold_10	11198	11298	26.58	104.75	0.253747017
MAD_FR	GPL	Infected	scaffold_10	11298	11398	26.9	104.75	0.256801909
MAD_FR	GPL	Infected	scaffold_10	11398	11498	31.61	104.75	0.30176611
MAD_FR	GPL	Infected	scaffold_10	11498	11598	41.23	104.75	0.393603819
MAD_FR	GPL	Infected	scaffold_10	11598	11698	29.98	104.75	0.286205251
MAD_FR	GPL	Infected	scaffold_10	11698	11798	27.37	104.75	0.261288783
MAD_FR	GPL	Infected	scaffold_10	11798	11898	23.21	104.75	0.221575179
MAD_FR	GPL	Infected	scaffold_10	11898	11998	18.21	104.75	0.173842482
MAD_FR	GPL	Infected	scaffold_10	11998	12098	27.19	104.75	0.259570406
MAD_FR	GPL	Infected	scaffold_10	12098	12198	33.75	104.75	0.322195704
MAD_FR	GPL	Infected	scaffold_10	12198	12298	33.63	104.75	0.321050119
MAD_FR	GPL	Infected	scaffold_10	12298	12398	34.75	104.75	0.331742243
MAD_FR	GPL	Infected	scaffold_10	12398	12498	34.89	104.75	0.333078759
MAD_FR	GPL	Infected	scaffold_10	12498	12598	29.03	104.75	0.277136038
MAD_FR	GPL	Infected	scaffold_10	12598	12698	28.5	104.75	0.272076372
MAD_FR	GPL	Infected	scaffold_10	12698	12798	25.8	104.75	0.246300716
MAD_FR	GPL	Infected	scaffold_10	12798	12898	9.01	104.75	0.08601432
MAD_FR	GPL	Infected	scaffold_10	12898	12912	3.5	104.75	0.033412888
MAD_FR	GPL	Infected	scaffold_10	12973	13073	5.46	104.75	0.052124105
MAD_FR	GPL	Infected	scaffold_10	13073	13173	10.2	104.75	0.097374702
MAD_FR	GPL	Infected	scaffold_10	13173	13273	13.76	104.75	0.131360382
MAD_FR	GPL	Infected	scaffold_10	13273	13373	4.02	104.75	0.038377088
MAD_FR	GPL	Infected	scaffold_10	13373	13399	2	104.75	0.019093079
MAD_FR	GPL	Infected	scaffold_10	13497	13597	2.4	104.75	0.022911695
MAD_FR	GPL	Infected	scaffold_10	13751	13781	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	14033	14133	6.53	104.75	0.062338902
MAD_FR	GPL	Infected	scaffold_10	14133	14233	5.39	104.75	0.051455847
MAD_FR	GPL	Infected	scaffold_10	14233	14333	13.72	104.75	0.13097852
MAD_FR	GPL	Infected	scaffold_10	14333	14433	35.99	104.75	0.343579952
MAD_FR	GPL	Infected	scaffold_10	14433	14533	40.28	104.75	0.384534606
MAD_FR	GPL	Infected	scaffold_10	14533	14633	28.91	104.75	0.275990453
MAD_FR	GPL	Infected	scaffold_10	14633	14733	30.94	104.75	0.295369928
MAD_FR	GPL	Infected	scaffold_10	14733	14833	23.27	104.75	0.222147971
MAD_FR	GPL	Infected	scaffold_10	14833	14933	9.49	104.75	0.090596659
MAD_FR	GPL	Infected	scaffold_10	14933	15033	10.23	104.75	0.097661098
MAD_FR	GPL	Infected	scaffold_10	15033	15133	10.15	104.75	0.096897375
MAD_FR	GPL	Infected	scaffold_10	15133	15233	22.78	104.75	0.217470167
MAD_FR	GPL	Infected	scaffold_10	15233	15333	35.94	104.75	0.343102625
MAD_FR	GPL	Infected	scaffold_10	15333	15433	16.45	104.75	0.157040573
MAD_FR	GPL	Infected	scaffold_10	15433	15533	9.36	104.75	0.089355609
MAD_FR	GPL	Infected	scaffold_10	15533	15633	24.01	104.75	0.229212411
MAD_FR	GPL	Infected	scaffold_10	15633	15724	8.967033	104.75	0.085604134
MAD_FR	GPL	Infected	scaffold_10	15745	15845	39.98	104.75	0.381670644
MAD_FR	GPL	Infected	scaffold_10	15845	15945	71.07	104.75	0.678472554
MAD_FR	GPL	Infected	scaffold_10	15945	16045	83.69	104.75	0.798949881
MAD_FR	GPL	Infected	scaffold_10	16045	16145	89.98	104.75	0.858997613
MAD_FR	GPL	Infected	scaffold_10	16145	16245	31.29	104.75	0.298711217
MAD_FR	GPL	Infected	scaffold_10	16245	16345	116.47	104.75	1.111885442
MAD_FR	GPL	Infected	scaffold_10	16345	16445	159.62	104.75	1.523818616
MAD_FR	GPL	Infected	scaffold_10	16445	16545	149.59	104.75	1.428066826
MAD_FR	GPL	Infected	scaffold_10	16545	16645	172.46	104.75	1.646396181
MAD_FR	GPL	Infected	scaffold_10	16645	16745	181.65	104.75	1.734128878
MAD_FR	GPL	Infected	scaffold_10	16745	16845	176.3	104.75	1.683054893
MAD_FR	GPL	Infected	scaffold_10	16845	16945	198.43	104.75	1.894319809
MAD_FR	GPL	Infected	scaffold_10	16945	17045	176.52	104.75	1.685155131
MAD_FR	GPL	Infected	scaffold_10	17045	17145	164.29	104.75	1.568400955
MAD_FR	GPL	Infected	scaffold_10	17145	17245	186.84	104.75	1.783675418
MAD_FR	GPL	Infected	scaffold_10	17245	17345	187.71	104.75	1.791980907
MAD_FR	GPL	Infected	scaffold_10	17345	17445	149	104.75	1.422434368
MAD_FR	GPL	Infected	scaffold_10	17445	17545	123.74	104.75	1.181288783
MAD_FR	GPL	Infected	scaffold_10	17545	17645	212.24	104.75	2.026157518
MAD_FR	GPL	Infected	scaffold_10	17645	17745	171.46	104.75	1.636849642
MAD_FR	GPL	Infected	scaffold_10	17745	17845	103.12	104.75	0.984439141
MAD_FR	GPL	Infected	scaffold_10	17845	17945	181.66	104.75	1.734224344
MAD_FR	GPL	Infected	scaffold_10	17945	18045	53.98	104.75	0.515322196
MAD_FR	GPL	Infected	scaffold_10	18045	18145	37.97	104.75	0.3624821
MAD_FR	GPL	Infected	scaffold_10	18145	18245	67.09	104.75	0.640477327
MAD_FR	GPL	Infected	scaffold_10	18245	18345	69.92	104.75	0.667494033
MAD_FR	GPL	Infected	scaffold_10	18345	18445	69.26	104.75	0.661193317
MAD_FR	GPL	Infected	scaffold_10	18445	18545	121.01	104.75	1.15522673
MAD_FR	GPL	Infected	scaffold_10	18545	18645	50.79	104.75	0.484868735
MAD_FR	GPL	Infected	scaffold_10	18645	18745	27.15	104.75	0.259188544
MAD_FR	GPL	Infected	scaffold_10	18745	18845	40.15	104.75	0.383293556
MAD_FR	GPL	Infected	scaffold_10	18845	18852	11.142857	104.75	0.106375723
MAD_FR	GPL	Infected	scaffold_10	18955	19055	55.64	104.75	0.531169451
MAD_FR	GPL	Infected	scaffold_10	19055	19155	80.26	104.75	0.766205251
MAD_FR	GPL	Infected	scaffold_10	19155	19255	196.79	104.75	1.878663484
MAD_FR	GPL	Infected	scaffold_10	19255	19355	180.01	104.75	1.718472554
MAD_FR	GPL	Infected	scaffold_10	19355	19455	224.73	104.75	2.145393795
MAD_FR	GPL	Infected	scaffold_10	19455	19555	196.08	104.75	1.871885442
MAD_FR	GPL	Infected	scaffold_10	19555	19655	200.87	104.75	1.917613365
MAD_FR	GPL	Infected	scaffold_10	19655	19755	207.84	104.75	1.984152745
MAD_FR	GPL	Infected	scaffold_10	19755	19855	239.31	104.75	2.284582339
MAD_FR	GPL	Infected	scaffold_10	19855	19955	118.46	104.75	1.130883055
MAD_FR	GPL	Infected	scaffold_10	19955	20055	92.86	104.75	0.886491647
MAD_FR	GPL	Infected	scaffold_10	20055	20155	132.04	104.75	1.26052506
MAD_FR	GPL	Infected	scaffold_10	20155	20255	183.52	104.75	1.751980907
MAD_FR	GPL	Infected	scaffold_10	20255	20355	128.93	104.75	1.230835322
MAD_FR	GPL	Infected	scaffold_10	20355	20455	178.54	104.75	1.704439141
MAD_FR	GPL	Infected	scaffold_10	20455	20555	202.23	104.75	1.930596659
MAD_FR	GPL	Infected	scaffold_10	20555	20655	126.54	104.75	1.208019093
MAD_FR	GPL	Infected	scaffold_10	20655	20755	38.47	104.75	0.36725537
MAD_FR	GPL	Infected	scaffold_10	20755	20855	22.62	104.75	0.215942721
MAD_FR	GPL	Infected	scaffold_10	20855	20955	15.51	104.75	0.148066826
MAD_FR	GPL	Infected	scaffold_10	20955	21055	66.76	104.75	0.637326969
MAD_FR	GPL	Infected	scaffold_10	21055	21155	97.88	104.75	0.934415274
MAD_FR	GPL	Infected	scaffold_10	21155	21248	20.096774	104.75	0.191854644
MAD_FR	GPL	Infected	scaffold_10	21336	21436	1.84	104.75	0.017565632
MAD_FR	GPL	Infected	scaffold_10	21436	21523	1.448276	104.75	0.013826024
MAD_FR	GPL	Infected	scaffold_10	21590	21628	2	104.75	0.019093079
MAD_FR	GPL	Infected	scaffold_10	21647	21717	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	21753	21853	2.79	104.75	0.026634845
MAD_FR	GPL	Infected	scaffold_10	21853	21919	2.484848	104.75	0.023721699
MAD_FR	GPL	Infected	scaffold_10	22014	22098	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	22272	22371	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	22381	22416	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	22549	22569	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	22664	22764	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	22764	22791	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	23175	23275	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	23275	23284	0.777778	104.75	0.007425088
MAD_FR	GPL	Infected	scaffold_10	23445	23532	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	23604	23691	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	24025	24125	3.4	104.75	0.032458234
MAD_FR	GPL	Infected	scaffold_10	24125	24225	5.76	104.75	0.054988067
MAD_FR	GPL	Infected	scaffold_10	24225	24295	4.285714	104.75	0.040913737
MAD_FR	GPL	Infected	scaffold_10	24420	24472	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	24986	25086	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	25086	25159	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	25231	25283	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	25646	25746	9.66	104.75	0.09221957
MAD_FR	GPL	Infected	scaffold_10	26246	26346	254.89	104.75	2.433317422
MAD_FR	GPL	Infected	scaffold_10	26346	26446	121.61	104.75	1.160954654
MAD_FR	GPL	Infected	scaffold_10	26446	26546	111.66	104.75	1.065966587
MAD_FR	GPL	Infected	scaffold_10	26546	26646	33.78	104.75	0.3224821
MAD_FR	GPL	Infected	scaffold_10	26646	26746	11.85	104.75	0.113126492
MAD_FR	GPL	Infected	scaffold_10	26746	26846	19.88	104.75	0.189785203
MAD_FR	GPL	Infected	scaffold_10	26846	26946	13.62	104.75	0.130023866
MAD_FR	GPL	Infected	scaffold_10	26946	27046	13.36	104.75	0.127541766
MAD_FR	GPL	Infected	scaffold_10	27046	27146	11.27	104.75	0.107589499
MAD_FR	GPL	Infected	scaffold_10	27146	27246	30.57	104.75	0.291837709
MAD_FR	GPL	Infected	scaffold_10	27246	27346	58.22	104.75	0.555799523
MAD_FR	GPL	Infected	scaffold_10	27346	27446	76.43	104.75	0.729642005
MAD_FR	GPL	Infected	scaffold_10	27446	27546	70.47	104.75	0.67274463
MAD_FR	GPL	Infected	scaffold_10	27546	27646	48.84	104.75	0.466252983
MAD_FR	GPL	Infected	scaffold_10	27646	27746	36.28	104.75	0.346348449
MAD_FR	GPL	Infected	scaffold_10	27746	27846	41.67	104.75	0.397804296
MAD_FR	GPL	Infected	scaffold_10	27846	27946	45.43	104.75	0.433699284
MAD_FR	GPL	Infected	scaffold_10	27946	28046	53.84	104.75	0.51398568
MAD_FR	GPL	Infected	scaffold_10	28046	28146	61.88	104.75	0.590739857
MAD_FR	GPL	Infected	scaffold_10	28146	28246	46.95	104.75	0.448210024
MAD_FR	GPL	Infected	scaffold_10	28246	28346	35.83	104.75	0.342052506
MAD_FR	GPL	Infected	scaffold_10	28346	28446	17.93	104.75	0.171169451
MAD_FR	GPL	Infected	scaffold_10	28446	28538	6.228261	104.75	0.059458339
MAD_FR	GPL	Infected	scaffold_10	28540	28633	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	28646	28746	34.59	104.75	0.330214797
MAD_FR	GPL	Infected	scaffold_10	28746	28846	36.97	104.75	0.352935561
MAD_FR	GPL	Infected	scaffold_10	28846	28946	22.08	104.75	0.210787589
MAD_FR	GPL	Infected	scaffold_10	28946	29046	20.74	104.75	0.197995227
MAD_FR	GPL	Infected	scaffold_10	29046	29128	27.414634	104.75	0.261714883
MAD_FR	GPL	Infected	scaffold_10	29131	29231	10.62	104.75	0.101384248
MAD_FR	GPL	Infected	scaffold_10	29231	29331	55.18	104.75	0.526778043
MAD_FR	GPL	Infected	scaffold_10	29331	29364	19.515152	104.75	0.186302167
MAD_FR	GPL	Infected	scaffold_10	29367	29467	8.01	104.75	0.07646778
MAD_FR	GPL	Infected	scaffold_10	29467	29567	34.31	104.75	0.327541766
MAD_FR	GPL	Infected	scaffold_10	29567	29667	43.28	104.75	0.413174224
MAD_FR	GPL	Infected	scaffold_10	29667	29767	53.95	104.75	0.5150358
MAD_FR	GPL	Infected	scaffold_10	29767	29867	62.72	104.75	0.59875895
MAD_FR	GPL	Infected	scaffold_10	29867	29967	71.23	104.75	0.68
MAD_FR	GPL	Infected	scaffold_10	29967	30067	129.56	104.75	1.236849642
MAD_FR	GPL	Infected	scaffold_10	30067	30167	116.73	104.75	1.114367542
MAD_FR	GPL	Infected	scaffold_10	30167	30267	64.88	104.75	0.619379475
MAD_FR	GPL	Infected	scaffold_10	30267	30367	41.67	104.75	0.397804296
MAD_FR	GPL	Infected	scaffold_10	30367	30467	37.37	104.75	0.356754177
MAD_FR	GPL	Infected	scaffold_10	30467	30567	51.48	104.75	0.491455847
MAD_FR	GPL	Infected	scaffold_10	30567	30667	58.65	104.75	0.559904535
MAD_FR	GPL	Infected	scaffold_10	30667	30767	52.15	104.75	0.497852029
MAD_FR	GPL	Infected	scaffold_10	30767	30867	13.02	104.75	0.124295943
MAD_FR	GPL	Infected	scaffold_10	30867	30967	18.92	104.75	0.180620525
MAD_FR	GPL	Infected	scaffold_10	30967	31067	61.58	104.75	0.587875895
MAD_FR	GPL	Infected	scaffold_10	31067	31167	127.77	104.75	1.219761337
MAD_FR	GPL	Infected	scaffold_10	31167	31267	63.06	104.75	0.602004773
MAD_FR	GPL	Infected	scaffold_10	31267	31367	27.4	104.75	0.261575179
MAD_FR	GPL	Infected	scaffold_10	31367	31427	14.1	104.75	0.134606205
MAD_FR	GPL	Infected	scaffold_10	31433	31533	18.76	104.75	0.179093079
MAD_FR	GPL	Infected	scaffold_10	31533	31633	41.53	104.75	0.39646778
MAD_FR	GPL	Infected	scaffold_10	31633	31733	41.23	104.75	0.393603819
MAD_FR	GPL	Infected	scaffold_10	31733	31833	10.96	104.75	0.104630072
MAD_FR	GPL	Infected	scaffold_10	31833	31933	77.42	104.75	0.739093079
MAD_FR	GPL	Infected	scaffold_10	31933	32033	133.52	104.75	1.274653938
MAD_FR	GPL	Infected	scaffold_10	32033	32133	19.09	104.75	0.182243437
MAD_FR	GPL	Infected	scaffold_10	32133	32233	27.72	104.75	0.264630072
MAD_FR	GPL	Infected	scaffold_10	32233	32333	33.3	104.75	0.317899761
MAD_FR	GPL	Infected	scaffold_10	32333	32433	23.32	104.75	0.222625298
MAD_FR	GPL	Infected	scaffold_10	32433	32533	13.34	104.75	0.127350835
MAD_FR	GPL	Infected	scaffold_10	32533	32633	7.21	104.75	0.068830549
MAD_FR	GPL	Infected	scaffold_10	32633	32639	2	104.75	0.019093079
MAD_FR	GPL	Infected	scaffold_10	32661	32761	5.06	104.75	0.048305489
MAD_FR	GPL	Infected	scaffold_10	32761	32861	24.5	104.75	0.233890215
MAD_FR	GPL	Infected	scaffold_10	32861	32961	22.96	104.75	0.219188544
MAD_FR	GPL	Infected	scaffold_10	32961	33061	5.11	104.75	0.048782816
MAD_FR	GPL	Infected	scaffold_10	33061	33104	3.162791	104.75	0.030193709
MAD_FR	GPL	Infected	scaffold_10	33126	33226	23.43	104.75	0.223675418
MAD_FR	GPL	Infected	scaffold_10	33226	33326	42.07	104.75	0.401622912
MAD_FR	GPL	Infected	scaffold_10	33326	33426	51.8	104.75	0.49451074
MAD_FR	GPL	Infected	scaffold_10	33426	33526	26.26	104.75	0.250692124
MAD_FR	GPL	Infected	scaffold_10	33526	33616	12.655556	104.75	0.120816764
MAD_FR	GPL	Infected	scaffold_10	33619	33719	10.18	104.75	0.097183771
MAD_FR	GPL	Infected	scaffold_10	33719	33819	15.16	104.75	0.144725537
MAD_FR	GPL	Infected	scaffold_10	33819	33919	19.77	104.75	0.188735084
MAD_FR	GPL	Infected	scaffold_10	33919	34019	13.93	104.75	0.132983294
MAD_FR	GPL	Infected	scaffold_10	34019	34119	28.42	104.75	0.271312649
MAD_FR	GPL	Infected	scaffold_10	34119	34219	5.25	104.75	0.050119332
MAD_FR	GPL	Infected	scaffold_10	34219	34319	12.49	104.75	0.119236277
MAD_FR	GPL	Infected	scaffold_10	34319	34419	52.44	104.75	0.500620525
MAD_FR	GPL	Infected	scaffold_10	34419	34519	64.45	104.75	0.615274463
MAD_FR	GPL	Infected	scaffold_10	34519	34619	23.14	104.75	0.220906921
MAD_FR	GPL	Infected	scaffold_10	34619	34719	22.27	104.75	0.212601432
MAD_FR	GPL	Infected	scaffold_10	34719	34819	14.57	104.75	0.139093079
MAD_FR	GPL	Infected	scaffold_10	34819	34919	5.46	104.75	0.052124105
MAD_FR	GPL	Infected	scaffold_10	34919	35019	14.98	104.75	0.14300716
MAD_FR	GPL	Infected	scaffold_10	35019	35119	27.28	104.75	0.260429594
MAD_FR	GPL	Infected	scaffold_10	35119	35219	117.89	104.75	1.125441527
MAD_FR	GPL	Infected	scaffold_10	35219	35319	70.07	104.75	0.668926014
MAD_FR	GPL	Infected	scaffold_10	35319	35419	16.78	104.75	0.160190931
MAD_FR	GPL	Infected	scaffold_10	35419	35519	13.11	104.75	0.125155131
MAD_FR	GPL	Infected	scaffold_10	35519	35619	62.12	104.75	0.593031026
MAD_FR	GPL	Infected	scaffold_10	35619	35719	92.25	104.75	0.880668258
MAD_FR	GPL	Infected	scaffold_10	35719	35819	56.39	104.75	0.538329356
MAD_FR	GPL	Infected	scaffold_10	35819	35919	27.09	104.75	0.258615752
MAD_FR	GPL	Infected	scaffold_10	35919	36019	96.34	104.75	0.919713604
MAD_FR	GPL	Infected	scaffold_10	36019	36119	58.75	104.75	0.560859189
MAD_FR	GPL	Infected	scaffold_10	36119	36219	49.96	104.75	0.476945107
MAD_FR	GPL	Infected	scaffold_10	36219	36319	87.2	104.75	0.832458234
MAD_FR	GPL	Infected	scaffold_10	36319	36419	14.59	104.75	0.13928401
MAD_FR	GPL	Infected	scaffold_10	36419	36519	7.64	104.75	0.072935561
JEL423	GPL	Uninfected	scaffold_10	21689	25472	0	0	0
CLFT071	BRAZIL	Uninfected	scaffold_10	25321	25368	1	173.96	0.005748448
CLFT071	BRAZIL	Uninfected	scaffold_10	21165	21189	14.833333	173.96	0.008526864
